Część;Dział;Rozdział;Treść;Plan;id;parent;label;super_label;Treść_część;Treść_dział
85/10;010;01009;Spółki wodne;98;85/10-010-01009;85/10-010;0.1 MLN;Spółki wodne 0.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rolnictwo i łowiectwo
85/10;010;01022;Zwalczanie chorób zakaźnych zwierząt oraz badania monitoringowe pozostałości chemicznych i biologicznych w tkankach zwierząt i produktach pochodzenia zwierzęcego;21308;85/10-010-01022;85/10-010;21.3 MLN;Zwalczanie chorób zakaźnych zwierząt oraz badania monitoringowe pozostałości chemicznych i biologicznych w tkankach zwierząt i produktach pochodzenia zwierzęcego 21.3 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rolnictwo i łowiectwo
85/10;010;01023;Inspekcja Jakości Handlowej Artykułów Rolno-Spożywczych;3677;85/10-010-01023;85/10-010;3.7 MLN;Inspekcja Jakości Handlowej Artykułów Rolno-Spożywczych 3.7 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rolnictwo i łowiectwo
85/10;010;01032;Państwowa Inspekcja Ochrony Roślin i Nasiennictwa;14175;85/10-010-01032;85/10-010;14.2 MLN;Państwowa Inspekcja Ochrony Roślin i Nasiennictwa 14.2 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rolnictwo i łowiectwo
85/10;010;01033;Wojewódzkie inspektoraty weterynarii;9733;85/10-010-01033;85/10-010;9.7 MLN;Wojewódzkie inspektoraty weterynarii 9.7 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rolnictwo i łowiectwo
85/10;010;01034;Powiatowe inspektoraty weterynarii;85111;85/10-010-01034;85/10-010;85.1 MLN;Powiatowe inspektoraty weterynarii 85.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rolnictwo i łowiectwo
85/10;010;01041;Program Rozwoju Obszarów Wiejskich;8175;85/10-010-01041;85/10-010;8.2 MLN;Program Rozwoju Obszarów Wiejskich 8.2 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rolnictwo i łowiectwo
85/10;010;01095;Pozostała działalność;1513;85/10-010-01095;85/10-010;1.5 MLN;Pozostała działalność 1.5 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rolnictwo i łowiectwo
85/10;050;;Rybołówstwo i rybactwo;2062;85/10-050;85/10;2.1 MLN;Rybołówstwo i rybactwo 2.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rybołówstwo i rybactwo
85/10;050;05003;Państwowa Straż Rybacka;2062;85/10-050-05003;85/10-050;2.1 MLN;Państwowa Straż Rybacka 2.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rybołówstwo i rybactwo
85/10;500;;Handel;7562;85/10-500;85/10;7.6 MLN;Handel 7.6 MLN;WOJEWÓDZTWO ŁÓDZKIE;Handel
85/10;500;50001;Inspekcja Handlowa;7562;85/10-500-50001;85/10-500;7.6 MLN;Inspekcja Handlowa 7.6 MLN;WOJEWÓDZTWO ŁÓDZKIE;Handel
85/10;600;;Transport i łączność;38373;85/10-600;85/10;38.4 MLN;Transport i łączność 38.4 MLN;WOJEWÓDZTWO ŁÓDZKIE;Transport i łączność
85/10;600;60003;Krajowe pasażerskie przewozy autobusowe;28000;85/10-600-60003;85/10-600;28.0 MLN;Krajowe pasażerskie przewozy autobusowe 28.0 MLN;WOJEWÓDZTWO ŁÓDZKIE;Transport i łączność
85/10;600;60031;Przejścia graniczne;1178;85/10-600-60031;85/10-600;1.2 MLN;Przejścia graniczne 1.2 MLN;WOJEWÓDZTWO ŁÓDZKIE;Transport i łączność
85/10;600;60055;Inspekcja Transportu Drogowego;9044;85/10-600-60055;85/10-600;9.0 MLN;Inspekcja Transportu Drogowego 9.0 MLN;WOJEWÓDZTWO ŁÓDZKIE;Transport i łączność
85/10;600;60095;Pozostała działalność;151;85/10-600-60095;85/10-600;0.2 MLN;Pozostała działalność 0.2 MLN;WOJEWÓDZTWO ŁÓDZKIE;Transport i łączność
85/10;630;;Turystyka;2;85/10-630;85/10;0.0 MLN;Turystyka 0.0 MLN;WOJEWÓDZTWO ŁÓDZKIE;Turystyka
85/10;630;63095;Pozostała działalność;2;85/10-630-63095;85/10-630;0.0 MLN;Pozostała działalność 0.0 MLN;WOJEWÓDZTWO ŁÓDZKIE;Turystyka
85/10;700;;Gospodarka mieszkaniowa;12704;85/10-700;85/10;12.7 MLN;Gospodarka mieszkaniowa 12.7 MLN;WOJEWÓDZTWO ŁÓDZKIE;Gospodarka mieszkaniowa
85/10;700;70005;Gospodarka gruntami i nieruchomościami;12704;85/10-700-70005;85/10-700;12.7 MLN;Gospodarka gruntami i nieruchomościami 12.7 MLN;WOJEWÓDZTWO ŁÓDZKIE;Gospodarka mieszkaniowa
85/10;710;;Działalność usługowa;31495;85/10-710;85/10;31.5 MLN;Działalność usługowa 31.5 MLN;WOJEWÓDZTWO ŁÓDZKIE;Działalność usługowa
85/10;710;71004;Plany zagospodarowania przestrzennego;55;85/10-710-71004;85/10-710;0.1 MLN;Plany zagospodarowania przestrzennego 0.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Działalność usługowa
85/10;710;71012;Zadania z zakresu geodezji i kartografii;3870;85/10-710-71012;85/10-710;3.9 MLN;Zadania z zakresu geodezji i kartografii 3.9 MLN;WOJEWÓDZTWO ŁÓDZKIE;Działalność usługowa
85/10;710;71015;Nadzór budowlany;26305;85/10-710-71015;85/10-710;26.3 MLN;Nadzór budowlany 26.3 MLN;WOJEWÓDZTWO ŁÓDZKIE;Działalność usługowa
85/10;710;71035;Cmentarze;1190;85/10-710-71035;85/10-710;1.2 MLN;Cmentarze 1.2 MLN;WOJEWÓDZTWO ŁÓDZKIE;Działalność usługowa
85/10;710;71095;Pozostała działalność;75;85/10-710-71095;85/10-710;0.1 MLN;Pozostała działalność 0.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Działalność usługowa
85/10;750;;Administracja publiczna;141785;85/10-750;85/10;141.8 MLN;Administracja publiczna 141.8 MLN;WOJEWÓDZTWO ŁÓDZKIE;Administracja publiczna
85/10;750;75011;Urzędy wojewódzkie;132501;85/10-750-75011;85/10-750;132.5 MLN;Urzędy wojewódzkie 132.5 MLN;WOJEWÓDZTWO ŁÓDZKIE;Administracja publiczna
85/10;750;75018;Urzędy marszałkowskie;36;85/10-750-75018;85/10-750;0.0 MLN;Urzędy marszałkowskie 0.0 MLN;WOJEWÓDZTWO ŁÓDZKIE;Administracja publiczna
85/10;750;75081;System powiadamiania ratunkowego;9048;85/10-750-75081;85/10-750;9.0 MLN;System powiadamiania ratunkowego 9.0 MLN;WOJEWÓDZTWO ŁÓDZKIE;Administracja publiczna
85/10;750;75084;Funkcjonowanie wojewódzkich rad dialogu społecznego;200;85/10-750-75084;85/10-750;0.2 MLN;Funkcjonowanie wojewódzkich rad dialogu społecznego 0.2 MLN;WOJEWÓDZTWO ŁÓDZKIE;Administracja publiczna
85/10;752;;Obrona narodowa;2573;85/10-752;85/10;2.6 MLN;Obrona narodowa 2.6 MLN;WOJEWÓDZTWO ŁÓDZKIE;Obrona narodowa
85/10;752;75212;Pozostałe wydatki obronne;163;85/10-752-75212;85/10-752;0.2 MLN;Pozostałe wydatki obronne 0.2 MLN;WOJEWÓDZTWO ŁÓDZKIE;Obrona narodowa
85/10;752;75224;Kwalifikacja wojskowa;2410;85/10-752-75224;85/10-752;2.4 MLN;Kwalifikacja wojskowa 2.4 MLN;WOJEWÓDZTWO ŁÓDZKIE;Obrona narodowa
85/10;754;;Bezpieczeństwo publiczne i ochrona przeciwpożarowa;275102;85/10-754;85/10;275.1 MLN;Bezpieczeństwo publiczne i ochrona przeciwpożarowa 275.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Bezpieczeństwo publiczne i ochrona przeciwpożarowa
85/10;754;75410;Komendy wojewódzkie Państwowej Straży Pożarnej;16874;85/10-754-75410;85/10-754;16.9 MLN;Komendy wojewódzkie Państwowej Straży Pożarnej 16.9 MLN;WOJEWÓDZTWO ŁÓDZKIE;Bezpieczeństwo publiczne i ochrona przeciwpożarowa
85/10;754;75411;Komendy powiatowe Państwowej Straży Pożarnej;253883;85/10-754-75411;85/10-754;253.9 MLN;Komendy powiatowe Państwowej Straży Pożarnej 253.9 MLN;WOJEWÓDZTWO ŁÓDZKIE;Bezpieczeństwo publiczne i ochrona przeciwpożarowa
85/10;754;75415;Zadania ratownictwa górskiego i wodnego;99;85/10-754-75415;85/10-754;0.1 MLN;Zadania ratownictwa górskiego i wodnego 0.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Bezpieczeństwo publiczne i ochrona przeciwpożarowa
85/10;754;75421;Zarządzanie kryzysowe;4246;85/10-754-75421;85/10-754;4.2 MLN;Zarządzanie kryzysowe 4.2 MLN;WOJEWÓDZTWO ŁÓDZKIE;Bezpieczeństwo publiczne i ochrona przeciwpożarowa
85/10;755;;Wymiar sprawiedliwości;6600;85/10-755;85/10;6.6 MLN;Wymiar sprawiedliwości 6.6 MLN;WOJEWÓDZTWO ŁÓDZKIE;Wymiar sprawiedliwości
85/10;755;75515;Nieodpłatna pomoc prawna;6600;85/10-755-75515;85/10-755;6.6 MLN;Nieodpłatna pomoc prawna 6.6 MLN;WOJEWÓDZTWO ŁÓDZKIE;Wymiar sprawiedliwości
85/10;758;;Różne rozliczenia;10992;85/10-758;85/10;11.0 MLN;Różne rozliczenia 11.0 MLN;WOJEWÓDZTWO ŁÓDZKIE;Różne rozliczenia
85/10;758;75814;Różne rozliczenia finansowe;203;85/10-758-75814;85/10-758;0.2 MLN;Różne rozliczenia finansowe 0.2 MLN;WOJEWÓDZTWO ŁÓDZKIE;Różne rozliczenia
85/10;758;75818;Rezerwy ogólne i celowe;10789;85/10-758-75818;85/10-758;10.8 MLN;Rezerwy ogólne i celowe 10.8 MLN;WOJEWÓDZTWO ŁÓDZKIE;Różne rozliczenia
85/10;801;;Oświata i wychowanie;21287;85/10-801;85/10;21.3 MLN;Oświata i wychowanie 21.3 MLN;WOJEWÓDZTWO ŁÓDZKIE;Oświata i wychowanie
85/10;801;80136;Kuratoria oświaty;15716;85/10-801-80136;85/10-801;15.7 MLN;Kuratoria oświaty 15.7 MLN;WOJEWÓDZTWO ŁÓDZKIE;Oświata i wychowanie
85/10;801;80146;Dokształcanie i doskonalenie nauczycieli;4535;85/10-801-80146;85/10-801;4.5 MLN;Dokształcanie i doskonalenie nauczycieli 4.5 MLN;WOJEWÓDZTWO ŁÓDZKIE;Oświata i wychowanie
85/10;801;80195;Pozostała działalność;1036;85/10-801-80195;85/10-801;1.0 MLN;Pozostała działalność 1.0 MLN;WOJEWÓDZTWO ŁÓDZKIE;Oświata i wychowanie
85/10;851;;Ochrona zdrowia;253596;85/10-851;85/10;253.6 MLN;Ochrona zdrowia 253.6 MLN;WOJEWÓDZTWO ŁÓDZKIE;Ochrona zdrowia
85/10;851;85132;Inspekcja Sanitarna;176398;85/10-851-85132;85/10-851;176.4 MLN;Inspekcja Sanitarna 176.4 MLN;WOJEWÓDZTWO ŁÓDZKIE;Ochrona zdrowia
85/10;851;85133;Inspekcja Farmaceutyczna;2907;85/10-851-85133;85/10-851;2.9 MLN;Inspekcja Farmaceutyczna 2.9 MLN;WOJEWÓDZTWO ŁÓDZKIE;Ochrona zdrowia
85/10;851;85146;Działalność dyspozytorni medycznych;14071;85/10-851-85146;85/10-851;14.1 MLN;Działalność dyspozytorni medycznych 14.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Ochrona zdrowia
85/10;851;85152;Zapobieganie i zwalczanie AIDS;62;85/10-851-85152;85/10-851;0.1 MLN;Zapobieganie i zwalczanie AIDS 0.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Ochrona zdrowia
85/10;851;85157;Staże i specjalizacje medyczne;58314;85/10-851-85157;85/10-851;58.3 MLN;Staże i specjalizacje medyczne 58.3 MLN;WOJEWÓDZTWO ŁÓDZKIE;Ochrona zdrowia
85/10;851;85195;Pozostała działalność;1844;85/10-851-85195;85/10-851;1.8 MLN;Pozostała działalność 1.8 MLN;WOJEWÓDZTWO ŁÓDZKIE;Ochrona zdrowia
85/10;852;;Pomoc społeczna;312397;85/10-852;85/10;312.4 MLN;Pomoc społeczna 312.4 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pomoc społeczna
85/10;852;85202;Domy pomocy społecznej;57479;85/10-852-85202;85/10-852;57.5 MLN;Domy pomocy społecznej 57.5 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pomoc społeczna
85/10;852;85203;Ośrodki wsparcia;51743;85/10-852-85203;85/10-852;51.7 MLN;Ośrodki wsparcia 51.7 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pomoc społeczna
85/10;852;85205;Zadania w zakresie przeciwdziałania przemocy w rodzinie;759;85/10-852-85205;85/10-852;0.8 MLN;Zadania w zakresie przeciwdziałania przemocy w rodzinie 0.8 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pomoc społeczna
85/10;852;85213;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia z pomocy społecznej oraz za osoby uczestniczące w zajęciach w centrum integracji społecznej;6904;85/10-852-85213;85/10-852;6.9 MLN;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia z pomocy społecznej oraz za osoby uczestniczące w zajęciach w centrum integracji społecznej 6.9 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pomoc społeczna
85/10;852;85214;Zasiłki okresowe, celowe i pomoc w naturze oraz składki na ubezpieczenia emerytalne i rentowe;45423;85/10-852-85214;85/10-852;45.4 MLN;Zasiłki okresowe, celowe i pomoc w naturze oraz składki na ubezpieczenia emerytalne i rentowe 45.4 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pomoc społeczna
85/10;852;85216;Zasiłki stałe;78799;85/10-852-85216;85/10-852;78.8 MLN;Zasiłki stałe 78.8 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pomoc społeczna
85/10;852;85219;Ośrodki pomocy społecznej;44232;85/10-852-85219;85/10-852;44.2 MLN;Ośrodki pomocy społecznej 44.2 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pomoc społeczna
85/10;852;85228;Usługi opiekuńcze i specjalistyczne usługi opiekuńcze;2358;85/10-852-85228;85/10-852;2.4 MLN;Usługi opiekuńcze i specjalistyczne usługi opiekuńcze 2.4 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pomoc społeczna
85/10;852;85230;Pomoc w zakresie dożywiania;24139;85/10-852-85230;85/10-852;24.1 MLN;Pomoc w zakresie dożywiania 24.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pomoc społeczna
85/10;852;85231;Pomoc dla cudzoziemców;45;85/10-852-85231;85/10-852;0.0 MLN;Pomoc dla cudzoziemców 0.0 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pomoc społeczna
85/10;852;85295;Pozostała działalność;516;85/10-852-85295;85/10-852;0.5 MLN;Pozostała działalność 0.5 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pomoc społeczna
85/10;853;;Pozostałe zadania w zakresie polityki społecznej;13581;85/10-853;85/10;13.6 MLN;Pozostałe zadania w zakresie polityki społecznej 13.6 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pozostałe zadania w zakresie polityki społecznej
85/10;853;85321;Zespoły do spraw orzekania o niepełnosprawności;13580;85/10-853-85321;85/10-853;13.6 MLN;Zespoły do spraw orzekania o niepełnosprawności 13.6 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pozostałe zadania w zakresie polityki społecznej
85/10;853;85332;Wojewódzkie urzędy pracy;1;85/10-853-85332;85/10-853;0.0 MLN;Wojewódzkie urzędy pracy 0.0 MLN;WOJEWÓDZTWO ŁÓDZKIE;Pozostałe zadania w zakresie polityki społecznej
85/10;854;;Edukacyjna opieka wychowawcza;2517;85/10-854;85/10;2.5 MLN;Edukacyjna opieka wychowawcza 2.5 MLN;WOJEWÓDZTWO ŁÓDZKIE;Edukacyjna opieka wychowawcza
85/10;854;85412;Kolonie i obozy oraz inne formy wypoczynku dzieci i młodzieży szkolnej, a także szkolenia młodzieży;2517;85/10-854-85412;85/10-854;2.5 MLN;Kolonie i obozy oraz inne formy wypoczynku dzieci i młodzieży szkolnej, a także szkolenia młodzieży 2.5 MLN;WOJEWÓDZTWO ŁÓDZKIE;Edukacyjna opieka wychowawcza
85/10;855;;Rodzina;846912;85/10-855;85/10;846.9 MLN;Rodzina 846.9 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rodzina
85/10;855;85502;Świadczenia rodzinne, świadczenie z funduszu alimentacyjnego oraz składki na ubezpieczenia emerytalne i rentowe z ubezpieczenia społecznego;830741;85/10-855-85502;85/10-855;830.7 MLN;Świadczenia rodzinne, świadczenie z funduszu alimentacyjnego oraz składki na ubezpieczenia emerytalne i rentowe z ubezpieczenia społecznego 830.7 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rodzina
85/10;855;85503;Karta Dużej Rodziny;55;85/10-855-85503;85/10-855;0.1 MLN;Karta Dużej Rodziny 0.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rodzina
85/10;855;85508;Rodziny zastępcze;21;85/10-855-85508;85/10-855;0.0 MLN;Rodziny zastępcze 0.0 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rodzina
85/10;855;85509;Działalność ośrodków adopcyjnych;2641;85/10-855-85509;85/10-855;2.6 MLN;Działalność ośrodków adopcyjnych 2.6 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rodzina
85/10;855;85510;Działalność placówek opiekuńczo-wychowawczych;21;85/10-855-85510;85/10-855;0.0 MLN;Działalność placówek opiekuńczo-wychowawczych 0.0 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rodzina
85/10;855;85513;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia rodzinne oraz za osoby pobierające zasiłki dla opiekunów;10640;85/10-855-85513;85/10-855;10.6 MLN;Składki na ubezpieczenie zdrowotne opłacane za osoby pobierające niektóre świadczenia rodzinne oraz za osoby pobierające zasiłki dla opiekunów 10.6 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rodzina
85/10;855;85515;Koordynacja systemów zabezpieczenia społecznego w obszarze świadczeń rodzinnych oraz świadczenia wychowawczego;2692;85/10-855-85515;85/10-855;2.7 MLN;Koordynacja systemów zabezpieczenia społecznego w obszarze świadczeń rodzinnych oraz świadczenia wychowawczego 2.7 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rodzina
85/10;855;85516;System opieki nad dziećmi w wieku do lat 3;101;85/10-855-85516;85/10-855;0.1 MLN;System opieki nad dziećmi w wieku do lat 3 0.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Rodzina
85/10;900;;Gospodarka komunalna i ochrona środowiska;13597;85/10-900;85/10;13.6 MLN;Gospodarka komunalna i ochrona środowiska 13.6 MLN;WOJEWÓDZTWO ŁÓDZKIE;Gospodarka komunalna i ochrona środowiska
85/10;900;90005;Ochrona powietrza atmosferycznego i klimatu;100;85/10-900-90005;85/10-900;0.1 MLN;Ochrona powietrza atmosferycznego i klimatu 0.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Gospodarka komunalna i ochrona środowiska
85/10;900;90014;Inspekcja Ochrony Środowiska;13490;85/10-900-90014;85/10-900;13.5 MLN;Inspekcja Ochrony Środowiska 13.5 MLN;WOJEWÓDZTWO ŁÓDZKIE;Gospodarka komunalna i ochrona środowiska
85/10;900;90026;Pozostałe działania związane z gospodarką odpadami;7;85/10-900-90026;85/10-900;0.0 MLN;Pozostałe działania związane z gospodarką odpadami 0.0 MLN;WOJEWÓDZTWO ŁÓDZKIE;Gospodarka komunalna i ochrona środowiska
85/10;921;;Kultura i ochrona dziedzictwa narodowego;7058;85/10-921;85/10;7.1 MLN;Kultura i ochrona dziedzictwa narodowego 7.1 MLN;WOJEWÓDZTWO ŁÓDZKIE;Kultura i ochrona dziedzictwa narodowego
85/10;921;92120;Ochrona zabytków i opieka nad zabytkami;1480;85/10-921-92120;85/10-921;1.5 MLN;Ochrona zabytków i opieka nad zabytkami 1.5 MLN;WOJEWÓDZTWO ŁÓDZKIE;Kultura i ochrona dziedzictwa narodowego
85/10;921;92121;Wojewódzkie Urzędy Ochrony Zabytków;5578;85/10-921-92121;85/10-921;5.6 MLN;Wojewódzkie Urzędy Ochrony Zabytków 5.6 MLN;WOJEWÓDZTWO ŁÓDZKIE;Kultura i ochrona dziedzictwa narodowego
85/10;925;;Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody;1858;85/10-925;85/10;1.9 MLN;Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody 1.9 MLN;WOJEWÓDZTWO ŁÓDZKIE;Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody
85/10;925;92502;Parki krajobrazowe;1858;85/10-925-92502;85/10-925;1.9 MLN;Parki krajobrazowe 1.9 MLN;WOJEWÓDZTWO ŁÓDZKIE;Ogrody botaniczne i zoologiczne oraz naturalne obszary i obiekty chronionej przyrody
85/12;;;WOJEWÓDZTWO MAŁOPOLSKIE;2600160;85/12;total;2.6 MLD;WOJEWÓDZTWO MAŁOPOLSKIE 2.6 MLD;WOJEWÓDZTWO MAŁOPOLSKIE;WOJEWÓDZTWO MAŁOPOLSKIE
85/12;010;;Rolnictwo i łowiectwo;107863;85/12-010;85/12;107.9 MLN;Rolnictwo i łowiectwo 107.9 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Rolnictwo i łowiectwo
85/12;010;01005;Prace geodezyjno-urządzeniowe na potrzeby rolnictwa;14480;85/12-010-01005;85/12-010;14.5 MLN;Prace geodezyjno-urządzeniowe na potrzeby rolnictwa 14.5 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Rolnictwo i łowiectwo
85/12;010;01009;Spółki wodne;750;85/12-010-01009;85/12-010;0.8 MLN;Spółki wodne 0.8 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Rolnictwo i łowiectwo
85/12;010;01022;Zwalczanie chorób zakaźnych zwierząt oraz badania monitoringowe pozostałości chemicznych i biologicznych w tkankach zwierząt i produktach pochodzenia zwierzęcego;11266;85/12-010-01022;85/12-010;11.3 MLN;Zwalczanie chorób zakaźnych zwierząt oraz badania monitoringowe pozostałości chemicznych i biologicznych w tkankach zwierząt i produktach pochodzenia zwierzęcego 11.3 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Rolnictwo i łowiectwo
85/12;010;01023;Inspekcja Jakości Handlowej Artykułów Rolno-Spożywczych;3943;85/12-010-01023;85/12-010;3.9 MLN;Inspekcja Jakości Handlowej Artykułów Rolno-Spożywczych 3.9 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Rolnictwo i łowiectwo
85/12;010;01032;Państwowa Inspekcja Ochrony Roślin i Nasiennictwa;13012;85/12-010-01032;85/12-010;13.0 MLN;Państwowa Inspekcja Ochrony Roślin i Nasiennictwa 13.0 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Rolnictwo i łowiectwo
85/12;010;01033;Wojewódzkie inspektoraty weterynarii;9975;85/12-010-01033;85/12-010;10.0 MLN;Wojewódzkie inspektoraty weterynarii 10.0 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Rolnictwo i łowiectwo
85/12;010;01034;Powiatowe inspektoraty weterynarii;42060;85/12-010-01034;85/12-010;42.1 MLN;Powiatowe inspektoraty weterynarii 42.1 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Rolnictwo i łowiectwo
85/12;010;01041;Program Rozwoju Obszarów Wiejskich;10675;85/12-010-01041;85/12-010;10.7 MLN;Program Rozwoju Obszarów Wiejskich 10.7 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Rolnictwo i łowiectwo
85/12;010;01095;Pozostała działalność;1702;85/12-010-01095;85/12-010;1.7 MLN;Pozostała działalność 1.7 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Rolnictwo i łowiectwo
85/12;020;;Leśnictwo;35;85/12-020;85/12;0.0 MLN;Leśnictwo 0.0 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Leśnictwo
85/12;020;02001;Gospodarka leśna;35;85/12-020-02001;85/12-020;0.0 MLN;Gospodarka leśna 0.0 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Leśnictwo
85/12;050;;Rybołówstwo i rybactwo;1301;85/12-050;85/12;1.3 MLN;Rybołówstwo i rybactwo 1.3 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Rybołówstwo i rybactwo
85/12;050;05003;Państwowa Straż Rybacka;1301;85/12-050-05003;85/12-050;1.3 MLN;Państwowa Straż Rybacka 1.3 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Rybołówstwo i rybactwo
85/12;500;;Handel;7406;85/12-500;85/12;7.4 MLN;Handel 7.4 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Handel
85/12;500;50001;Inspekcja Handlowa;7406;85/12-500-50001;85/12-500;7.4 MLN;Inspekcja Handlowa 7.4 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Handel
85/12;600;;Transport i łączność;61945;85/12-600;85/12;61.9 MLN;Transport i łączność 61.9 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Transport i łączność
85/12;600;60003;Krajowe pasażerskie przewozy autobusowe;49513;85/12-600-60003;85/12-600;49.5 MLN;Krajowe pasażerskie przewozy autobusowe 49.5 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Transport i łączność
85/12;600;60031;Przejścia graniczne;2418;85/12-600-60031;85/12-600;2.4 MLN;Przejścia graniczne 2.4 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Transport i łączność
85/12;600;60055;Inspekcja Transportu Drogowego;9538;85/12-600-60055;85/12-600;9.5 MLN;Inspekcja Transportu Drogowego 9.5 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Transport i łączność
85/12;600;60095;Pozostała działalność;476;85/12-600-60095;85/12-600;0.5 MLN;Pozostała działalność 0.5 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Transport i łączność
85/12;630;;Turystyka;598;85/12-630;85/12;0.6 MLN;Turystyka 0.6 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Turystyka
85/12;630;63095;Pozostała działalność;598;85/12-630-63095;85/12-630;0.6 MLN;Pozostała działalność 0.6 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Turystyka
85/12;700;;Gospodarka mieszkaniowa;27470;85/12-700;85/12;27.5 MLN;Gospodarka mieszkaniowa 27.5 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Gospodarka mieszkaniowa
85/12;700;70005;Gospodarka gruntami i nieruchomościami;27470;85/12-700-70005;85/12-700;27.5 MLN;Gospodarka gruntami i nieruchomościami 27.5 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Gospodarka mieszkaniowa
85/12;710;;Działalność usługowa;51703;85/12-710;85/12;51.7 MLN;Działalność usługowa 51.7 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Działalność usługowa
85/12;710;71004;Plany zagospodarowania przestrzennego;18;85/12-710-71004;85/12-710;0.0 MLN;Plany zagospodarowania przestrzennego 0.0 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Działalność usługowa
85/12;710;71005;Prace geologiczne (nieinwestycyjne);34;85/12-710-71005;85/12-710;0.0 MLN;Prace geologiczne (nieinwestycyjne) 0.0 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Działalność usługowa
85/12;710;71012;Zadania z zakresu geodezji i kartografii;7826;85/12-710-71012;85/12-710;7.8 MLN;Zadania z zakresu geodezji i kartografii 7.8 MLN;WOJEWÓDZTWO MAŁOPOLSKIE;Działalność usługowa
